日付,Threadsフォロワー数,投稿数,合計閲覧数,いいね合計,リプライ合計,プロフィール表示,note閲覧数,noteスキ,noteフォロワー,note売上円,メモ
2026-07-14,0,1,,,,,,,,,No.001設立宣言を投稿。初日・スタート地点の記録
